CUENTA;NOMBRE;NATURALEZA;ESTADO
237599;CUENTA AJUSTES NIIF;CR;ACTIVO
2380;ACREEDORES VARIOS;CR;ACTIVO
238005;DEPOSITARIOS;CR;ACTIVO
238010;COMISIONISTAS DE BOLSAS;CR;ACTIVO
238015;SOCIEDAD ADMINISTRADORA - FONDOS DE INVERSION;CR;ACTIVO
238020;REINTEGROS POR PAGAR;CR;ACTIVO
238025;FONDO DE PERSEVERANCIA;CR;ACTIVO
238030;FONDOS DE CESANTIAS Y/O PENSIONES;CR;ACTIVO
238031;FONDO DE SOLIDARIDAD PENSIONAL AFS;CR;ACTIVO
238035;DONACIONES ASIGNADAS POR PAGAR;CR;ACTIVO
238095;OTROS;CR;ACTIVO
238099;CUENTA AJUSTES NIIF;CR;ACTIVO
24;IMPUESTOS/ GRAVAMENES Y TASAS;CR;ACTIVO
2404;DE RENTA Y COMPLEMENTARIOS;CR;ACTIVO
240405;VIGENCIA FISCAL CORRIENTE;CR;ACTIVO
240410;VIGENCIAS FISCALES ANTERIORES;CR;ACTIVO
240499;CUENTA AJUSTES NIIF;CR;ACTIVO
2408;IMPUESTO SOBRE LAS VENTAS POR PAGAR;CR;ACTIVO
240801;IMPUESTO SOBRE LAS VENTAS POR PAGAR;CR;ACTIVO
240806;IMPUESTO SOBRE LAS VENTAS GENERADO;CR;ACTIVO
240807;IMPUESTO SOBRE LAS VENTAS DESCONTABLE;CR;ACTIVO
240899;CUENTA AJUSTES NIIF;CR;ACTIVO
2412;DE INDUSTRIA Y COMERCIO;CR;ACTIVO
241205;VIGENCIA FISCAL CORRIENTE;CR;ACTIVO
241210;VIGENCIAS FISCALES ANTERIORES;CR;ACTIVO
241299;CUENTA AJUSTES NIIF;CR;ACTIVO
2416;A LA PROPIEDAD RAIZ;CR;ACTIVO
241699;CUENTA AJUSTES NIIF;CR;ACTIVO
2420;DERECHOS SOBRE INSTRUMENTOS PUBLICOS;CR;ACTIVO
242099;CUENTA AJUSTES NIIF;CR;ACTIVO
2424;DE VALORIZACION;CR;ACTIVO
242405;VIGENCIA FISCAL CORRIENTE;CR;ACTIVO
242410;VIGENCIAS FISCALES ANTERIORES;CR;ACTIVO
242499;CUENTA AJUSTES NIIF;CR;ACTIVO
2428;DE TURISMO;CR;ACTIVO
242899;CUENTA AJUSTES NIIF;CR;ACTIVO
2432;TASA POR UTILIZACION DE PUERTOS;CR;ACTIVO
243299;CUENTA AJUSTES NIIF;CR;ACTIVO
2436;DE VEHICULOS;CR;ACTIVO
243605;VIGENCIA FISCAL CORRIENTE;CR;ACTIVO
243610;VIGENCIAS FISCALES ANTERIORES;CR;ACTIVO
243699;CUENTA AJUSTES NIIF;CR;ACTIVO
2440;DE ESPECTACULOS PUBLICOS;CR;ACTIVO
244099;CUENTA AJUSTES NIIF;CR;ACTIVO
2444;DE HIDROCARBUROS Y MINAS;CR;ACTIVO
244405;DE HIDROCARBUROS;CR;ACTIVO
244410;DE MINAS;CR;ACTIVO
244499;CUENTA AJUSTES NIIF;CR;ACTIVO
2448;REGALIAS E IMPUESTOS A LA PEQUE¥A Y MEDIANA MINERIA;CR;ACTIVO
244899;CUENTA AJUSTES NIIF;CR;ACTIVO
2452;A LAS EXPORTACIONES CAFETERAS;CR;ACTIVO
245299;CUENTA AJUSTES NIIF;CR;ACTIVO
2456;A LAS IMPORTACIONES;CR;ACTIVO
245699;CUENTA AJUSTES NIIF;CR;ACTIVO
2460;CUOTAS DE FOMENTO;CR;ACTIVO
246099;CUENTA AJUSTES NIIF;CR;ACTIVO
2464;DE LICORES/ CERVEZAS Y CIGARRILLOS;CR;ACTIVO
246405;DE LICORES;CR;ACTIVO
246410;DE CERVEZAS;CR;ACTIVO
246415;DE CIGARRILLOS;CR;ACTIVO
246499;CUENTA AJUSTES NIIF;CR;ACTIVO
2468;AL SACRIFICIO DE GANADO;CR;ACTIVO
246899;CUENTA AJUSTES NIIF;CR;ACTIVO
2472;AL AZAR Y JUEGOS;CR;ACTIVO
247299;CUENTA AJUSTES NIIF;CR;ACTIVO
2476;GRAVAMENES Y REGALIAS POR UTILIZACION DEL SUELO;CR;ACTIVO
247699;CUENTA AJUSTES NIIF;CR;ACTIVO
2495;OTROS;CR;ACTIVO
249501;IMPUESTOS POR PAGAR;CR;ACTIVO
249599;CUENTA AJUSTES NIIF;CR;ACTIVO
25;OBLIGACIONES LABORALES;CR;ACTIVO
2505;SALARIOS POR PAGAR;CR;ACTIVO
250501;SALARIOS POR PAGAR;CR;ACTIVO
250599;CUENTA AJUSTES NIIF;CR;ACTIVO
2510;CESANTIAS CONSOLIDADAS;CR;ACTIVO
251005;LEY LABORAL ANTERIOR;CR;ACTIVO
251010;LEY 50 DE 1990 Y NORMAS POSTERIORES;CR;ACTIVO
251099;CUENTA AJUSTES NIIF;CR;ACTIVO
2515;INTERESES SOBRE CESANTIAS;CR;ACTIVO
251501;INTERESES SOBRE CESANTIAS;CR;ACTIVO
251599;CUENTA AJUSTES NIIF;CR;ACTIVO
2520;PRIMA DE SERVICIOS;CR;ACTIVO
252099;CUENTA AJUSTES NIIF;CR;ACTIVO
2525;VACACIONES CONSOLIDADAS;CR;ACTIVO
252501;VACACIONES CONSOLIDADAS;CR;ACTIVO
252599;CUENTA AJUSTES NIIF;CR;ACTIVO
2530;PRESTACIONES EXTRALEGALES;CR;ACTIVO
253005;PRIMAS;CR;ACTIVO
253010;AUXILIOS;CR;ACTIVO
253015;DOTACION Y SUMINISTRO A TRABAJADORES;CR;ACTIVO
253020;BONIFICACIONES;CR;ACTIVO
253025;SEGUROS;CR;ACTIVO
253095;OTRAS;CR;ACTIVO
253099;CUENTA AJUSTES NIIF;CR;ACTIVO
2532;PENSIONES POR PAGAR;CR;ACTIVO
253299;CUENTA AJUSTES NIIF;CR;ACTIVO
2535;CUOTAS PARTES PENSIONES DE JUBILACION;CR;ACTIVO
253599;CUENTA AJUSTES NIIF;CR;ACTIVO
2540;INDEMNIZACIONES LABORALES;CR;ACTIVO
254099;CUENTA AJUSTES NIIF;CR;ACTIVO
26;PASIVOS ESTIMADOS Y PROVISIONES;CR;ACTIVO
2605;PARA COSTOS Y GASTOS;CR;ACTIVO
260505;INTERESES;CR;ACTIVO
260510;COMISIONES;CR;ACTIVO
260515;HONORARIOS;CR;ACTIVO
260520;SERVICIOS TECNICOS;CR;ACTIVO
260525;TRANSPORTES/ FLETES Y ACARREOS;CR;ACTIVO
260530;GASTOS DE VIAJE;CR;ACTIVO
260535;SERVICIOS PUBLICOS;CR;ACTIVO
260540;REGALIAS;CR;ACTIVO
260545;GARANTIAS;CR;ACTIVO
260550;MATERIALES Y REPUESTOS;CR;ACTIVO
260595;OTROS;CR;ACTIVO
260599;CUENTA AJUSTES NIIF;CR;ACTIVO
2610;PARA OBLIGACIONES LABORALES;CR;ACTIVO
261005;CESANTIAS;CR;ACTIVO
261010;INTERESES SOBRE CESANTIAS;CR;ACTIVO
261015;VACACIONES;CR;ACTIVO
261020;PRIMA DE SERVICIOS;CR;ACTIVO
261025;PRESTACIONES EXTRALEGALES;CR;ACTIVO
261030;VIATICOS;CR;ACTIVO
261095;OTRAS;CR;ACTIVO
261099;CUENTA AJUSTES NIIF;CR;ACTIVO
2615;PARA OBLIGACIONES FISCALES;CR;ACTIVO
261505;DE RENTA Y COMPLEMENTARIOS;CR;ACTIVO
261510;DE INDUSTRIA Y COMERCIO;CR;ACTIVO
261515;TASA POR UTILIZACION DE PUERTOS;CR;ACTIVO
261520;DE VEHICULOS;CR;ACTIVO
261525;DE HIDROCARBUROS Y MINAS;CR;ACTIVO
261595;OTROS;CR;ACTIVO
261599;CUENTA AJUSTES NIIF;CR;ACTIVO
2620;PENSIONES DE JUBILACION;CR;ACTIVO
262005;CALCULO ACTUARIAL PENSIONES DE JUBILACION;CR;ACTIVO
262010;PENSIONES DE JUBILACION POR AMORTIZAR (DB);CR;ACTIVO
262099;CUENTA AJUSTES NIIF;CR;ACTIVO
2625;PARA OBRAS DE URBANISMO;CR;ACTIVO
262505;ACUEDUCTO Y ALCANTARILLADO;CR;ACTIVO
262510;ENERGIA ELECTRICA;CR;ACTIVO
262515;TELEFONOS;CR;ACTIVO
262595;OTROS;CR;ACTIVO
262599;CUENTA AJUSTES NIIF;CR;ACTIVO
2630;PARA MANTENIMIENTO Y REPARACIONES;CR;ACTIVO
263005;TERRENOS;CR;ACTIVO
263010;CONSTRUCCIONES Y EDIFICACIONES;CR;ACTIVO
263015;MAQUINARIA Y EQUIPO;CR;ACTIVO
263020;EQUIPO DE OFICINA;CR;ACTIVO
263025;EQUIPO DE COMPUTACION Y COMUNICACION;CR;ACTIVO
263030;EQUIPO MEDICO - CIENTIFICO;CR;ACTIVO
263035;EQUIPO DE HOTELES Y RESTAURANTES;CR;ACTIVO
263040;FLOTA Y EQUIPO DE TRANSPORTE;CR;ACTIVO
263045;FLOTA Y EQUIPO FLUVIAL Y/O MARITIMO;CR;ACTIVO
263050;FLOTA Y EQUIPO AEREO;CR;ACTIVO
263055;FLOTA Y EQUIPO FERREO;CR;ACTIVO
263060;ACUEDUCTOS PLANTAS Y REDES;CR;ACTIVO
263065;ARMAMENTO DE VIGILANCIA;CR;ACTIVO
263070;ENVASES Y EMPAQUES;CR;ACTIVO
263075;PLANTACIONES AGRICOLAS Y FORESTALES;CR;ACTIVO
263080;VIAS DE CUMUNICACION;CR;ACTIVO
263085;POZOS ARTESIANOS;CR;ACTIVO
263095;OTROS;CR;ACTIVO
263099;CUENTA AJUSTES NIIF;CR;ACTIVO
2635;PARA CONTINGENCIAS;CR;ACTIVO
263505;MULTAS Y SANCIONES AUTORIDADES ADMINISTRATIVAS;CR;ACTIVO
263510;INTERESES POR MULTAS Y SANCIONES;CR;ACTIVO
263515;RECLAMOS;CR;ACTIVO
263520;LABORALES;CR;ACTIVO
263525;CIVILES;CR;ACTIVO
263530;PENALES;CR;ACTIVO
263535;ADMINISTRATIVOS;CR;ACTIVO
263540;COMERCIALES;CR;ACTIVO
263595;OTRAS;CR;ACTIVO
263599;CUENTA AJUSTES NIIF;CR;ACTIVO
2640;PARA OBLIGACIONES DE GARANTIAS;CR;ACTIVO
264099;CUENTA AJUSTES NIIF;CR;ACTIVO
2695;PROVISIONES DIVERSAS;CR;ACTIVO
269505;PARA BENEFICENCIA;CR;ACTIVO
269510;PARA COMUNICACIONES;CR;ACTIVO
269515;PARA PERDIDA EN TRANSPORTE;CR;ACTIVO
269520;PARA OPERACION;CR;ACTIVO
269525;PARA PROTECCION DE BIENES AGOTABLES;CR;ACTIVO
269530;PARA AJUSTES EN REDENCION DE UNIDADES;CR;ACTIVO
269535;AUTOSEGURO;CR;ACTIVO
269540;PLANES Y PROGRAMAS DE REFORESTACION Y ELECTRIFICACION;CR;ACTIVO
269595;OTRAS;CR;ACTIVO
269599;CUENTA AJUSTES NIIF;CR;ACTIVO
27;DIFERIDOS;CR;ACTIVO
2705;INGRESOS RECIBIDOS POR ANTICIPADO;CR;ACTIVO
270505;INTERESES;CR;ACTIVO
270510;COMISIONES;CR;ACTIVO
270515;ARRENDAMIENTOS;CR;ACTIVO
270520;HONORARIOS;CR;ACTIVO
270525;SERVICIOS TECNICOS;CR;ACTIVO
270530;DE SUSCRIPTORES;CR;ACTIVO
270535;TRANSPORTES/ FLETES Y ACARREOS;CR;ACTIVO
270540;MERCANCIA EN TRANSITO YA VENDIDA;CR;ACTIVO
270545;MATRICULAS Y PENSIONES;CR;ACTIVO
270550;CUOTAS DE ADMINISTRACION;CR;ACTIVO
270595;OTROS;CR;ACTIVO
270599;CUENTA AJUSTES NIIF;CR;ACTIVO
2710;ABONOS DIFERIDOS;CR;ACTIVO
271005;REAJUSTE DEL SISTEMA;CR;ACTIVO
271099;CUENTA AJUSTES NIIF;CR;ACTIVO
2715;UTILIDAD DIFERIDA EN VENTAS A PLAZOS;CR;ACTIVO
271599;CUENTA AJUSTES NIIF;CR;ACTIVO
2720;CREDITO POR CORRECCION MONETARIA DIFERIDA;CR;ACTIVO
272099;CUENTA AJUSTES NIIF;CR;ACTIVO
2725;IMPUESTOS DIFERIDOS;CR;ACTIVO
272505;POR DEPRECIACION FLEXIBLE;CR;ACTIVO
272595;DIVERSOS;CR;ACTIVO
272599;AJUSTES POR INFLACION;CR;ACTIVO
272599;CUENTA AJUSTES NIIF;CR;ACTIVO
28;OTROS PASIVOS;CR;ACTIVO
2805;ANTICIPOS Y AVANCES RECIBIDOS;CR;ACTIVO
280505;DE CLIENTES;CR;ACTIVO
280510;SOBRE CONTRATOS;CR;ACTIVO
280515;PARA OBRAS EN PROCESO;CR;ACTIVO
280595;OTROS;CR;ACTIVO
280599;CUENTA AJUSTES NIIF;CR;ACTIVO
2810;DEPOSITOS RECIBIDOS;CR;ACTIVO
281005;PARA FUTURA SUSCRIPCION DE ACCIONES;CR;ACTIVO
281010;PARA FUTURO PAGO DE CUOTAS O DERECHOS SOCIALES;CR;ACTIVO
281015;PARA GARANTIA EN LA PRESTACION DE SERVICIOS;CR;ACTIVO
281020;PARA GARANTIA DE CONTRATOS;CR;ACTIVO
281025;DE LICITACIONES;CR;ACTIVO
281030;DE MANEJO DE BIENES;CR;ACTIVO
281035;FONDO DE RESERVA;CR;ACTIVO
281095;OTROS;CR;ACTIVO
281099;CUENTA AJUSTES NIIF;CR;ACTIVO
2815;INGRESOS RECIBIDOS PARA TERCEROS;CR;ACTIVO
281505;VALORES RECIBIDOS PARA TERCEROS;CR;ACTIVO
281510;VENTA POR CUENTA DE TERCEROS;CR;ACTIVO
281599;CUENTA AJUSTES NIIF;CR;ACTIVO
2820;CUENTAS DE OPERACION CONJUNTA;CR;ACTIVO
282099;CUENTA AJUSTES NIIF;CR;ACTIVO
2825;RETENCIONES A TERCEROS SOBRE CONTRATOS;CR;ACTIVO
282505;CUMPLIMIENTO OBLIGACIONES LABORALES;CR;ACTIVO
282510;PARA ESTABILIDAD DE OBRA;CR;ACTIVO
282515;GARANTIA CUMPLIMIENTO DE CONTRATOS;CR;ACTIVO
282599;CUENTA AJUSTES NIIF;CR;ACTIVO
2830;EMBARGOS JUDICIALES;CR;ACTIVO
283005;INDEMNIZACIONES;CR;ACTIVO
283010;DEPOSITOS JUDICIALES;CR;ACTIVO
283099;CUENTA AJUSTES NIIF;CR;ACTIVO
2835;ACREEDORES DEL SISTEMA;CR;ACTIVO
283505;CUOTAS NETAS;CR;ACTIVO
283510;GRUPOS EN FORMACION;CR;ACTIVO
283599;CUENTA AJUSTES NIIF;CR;ACTIVO
2840;CUENTAS EN PARTICIPACION;CR;ACTIVO
284099;CUENTA AJUSTES NIIF;CR;ACTIVO
2895;DIVERSOS;CR;ACTIVO
289505;PRESTAMOS DE PRODUCTOS;CR;ACTIVO
289510;REEMBOLSO DE COSTOS EXPLORATORIOS;CR;ACTIVO
289515;PROGRAMA DE EXTENSION AGROPECUARIA;CR;ACTIVO
289599;CUENTA AJUSTES NIIF;CR;ACTIVO
29;BONOS Y PAPELES COMERCIALES;CR;ACTIVO
2905;BONOS EN CIRCULACION;CR;ACTIVO
290505;GARANTIA GENERAL;CR;ACTIVO
290510;GARANTIA ESPECIFICA;CR;ACTIVO
290599;CUENTA AJUSTES NIIF;CR;ACTIVO
2910;BONOS OBLIGATORIAMENTE CONVERTIBLES EN ACCIONES;CR;ACTIVO
291099;CUENTA AJUSTES NIIF;CR;ACTIVO
2915;PAPELES COMERCIALES;CR;ACTIVO
291599;CUENTA AJUSTES NIIF;CR;ACTIVO
3;PATRIMONIO;CR;ACTIVO
31;CAPITAL SOCIAL;CR;ACTIVO
3105;CAPITAL SUSCRITO Y PAGADO;CR;ACTIVO
310505;CAPITAL AUTORIZADO;CR;ACTIVO
310510;CAPITAL POR SUSCRIBIR (DB);CR;ACTIVO
310515;CAPITAL SUSCRITO POR COBRAR (DB);CR;ACTIVO
310599;CUENTA AJUSTES NIIF;CR;ACTIVO
3110;ACCIONES/CUOTAS O PARTES DE INT.SOCIAL PROPIAS READQUIRIDAS;CR;ACTIVO
311005;ACCIONES PROPIAS READQUIRIDAS (DB);CR;ACTIVO
311010;CUOTAS O PARTES DE INTERES SOCIAL PROPIAS READQUIRIDAS (DB);CR;ACTIVO
311099;CUENTA AJUSTES NIIF;CR;ACTIVO
3115;APORTES SOCIALES;CR;ACTIVO
311505;CUOTAS O PARTES DE INTERES SOCIAL;CR;ACTIVO
311510;APORTES DE SOCIOS - FONDO MUTUO DE INVERSION;CR;ACTIVO
311515;CONTRIBUCION DE LA EMPRESA - FONDO MUTUO DE INVERSION;CR;ACTIVO
311520;SUSCRIPCIONES DEL PUBLICO;CR;ACTIVO
311599;CUENTA AJUSTES NIIF;CR;ACTIVO
3120;CAPITAL ASIGNADO;CR;ACTIVO
312099;CUENTA AJUSTES NIIF;CR;ACTIVO
3125;INVERSION SUPLEMENTARIA AL CAPITAL ASIGNADO;CR;ACTIVO
312599;CUENTA AJUSTES NIIF;CR;ACTIVO
3130;CAPITAL DE PERSONAS NATURALES;CR;ACTIVO
313099;CUENTA AJUSTES NIIF;CR;ACTIVO
3135;APORTES DEL ESTADO;CR;ACTIVO
313599;CUENTA AJUSTES NIIF;CR;ACTIVO
3140;FONDO SOCIAL;CR;ACTIVO
314099;CUENTA AJUSTES NIIF;CR;ACTIVO
32;SUPERAVIT DE CAPITAL;CR;ACTIVO
3205;PRIMA EN COLOCACION DE ACCIONES/CUOTAS O PARTESDE INT.SOCIAL;CR;ACTIVO
320505;PRIMA EN COLOCACION DE ACCIONES;CR;ACTIVO
320510;PRIMA EN COLOCACION DE ACCIONES POR COBRAR (DB);CR;ACTIVO
320515;PRIMA EN COLOCACION DE CUOTAS O PARTES DE INTERES SOCIAL;CR;ACTIVO
320599;CUENTA AJUSTES NIIF;CR;ACTIVO
3210;DONACIONES;CR;ACTIVO
321005;EN DINERO;CR;ACTIVO
321010;EN VALORES MOBILIARIOS;CR;ACTIVO
321015;EN BIENES MUEBLES;CR;ACTIVO
321020;EN BIENES INMUEBLES;CR;ACTIVO
321025;EN INTANGIBLES;CR;ACTIVO
321099;CUENTA AJUSTES NIIF;CR;ACTIVO
3215;CREDITO MERCANTIL;CR;ACTIVO
321599;CUENTA AJUSTES NIIF;CR;ACTIVO
33;RESERVAS;CR;ACTIVO
3305;RESERVAS OBLIGATORIAS;CR;ACTIVO
330505;RESERVA LEGAL;CR;ACTIVO
330510;RESERVAS POR DISPOSICIONES FISCALES;CR;ACTIVO
330515;RESERVA PARA READQUISICION DE ACCIONES;CR;ACTIVO
330517;RESERVA PARA READQUISICION DE CUOTAS O PARTES DE INT. SOCIAL;CR;ACTIVO
330520;RESERVA PARA EXTENSION AGROPECUARIA;CR;ACTIVO
330525;RESERVA LEY 7A. DE 1990;CR;ACTIVO
330530;RESERVA PARA REPOSICION DE SEMOVIENTES;CR;ACTIVO
330535;RESERVA LEY 4A DE 1980;CR;ACTIVO
330595;OTRAS;CR;ACTIVO
330599;CUENTA AJUSTES NIIF;CR;ACTIVO
3310;RESERVAS ESTATUTARIAS;CR;ACTIVO
331005;PARA FUTURAS CAPITALIZACIONES;CR;ACTIVO
331010;PARA REPOSICION DE ACTIVOS;CR;ACTIVO
331015;PARA FUTUROS ENSANCHES;CR;ACTIVO
331095;OTRAS;CR;ACTIVO
331099;CUENTA AJUSTES NIIF;CR;ACTIVO
3315;RESERVAS OCASIONALES;CR;ACTIVO
331505;PARA BENEFICENCIA Y CIVISMO;CR;ACTIVO
331510;PARA FUTURAS CAPITALIZACIONES;CR;ACTIVO
331515;PARA FUTUROS ENSANCHES;CR;ACTIVO
331520;PARA ADQUISICION O REPOSICION DE PROPIEDADES PLANTA Y EQUIPO;CR;ACTIVO
331525;PARA INVESTIGACIONES Y DESARROLLO;CR;ACTIVO
331530;PARA FOMENTO ECONOMICO;CR;ACTIVO
331535;PARA CAPITAL DE TRABAJO;CR;ACTIVO
331540;PARA ESTABILIZACION DE RENDIMIENTOS;CR;ACTIVO
331545;A DISPOSICION DEL MAXIMO ORGANO SOCIAL;CR;ACTIVO
331595;OTRAS;CR;ACTIVO
331599;CUENTA AJUSTES NIIF;CR;ACTIVO
34;REVALORIZACION DEL PATRIMONIO;CR;ACTIVO
3405;AJUSTES POR INFLACION;CR;ACTIVO
340505;DE CAPITAL SOCIAL;CR;ACTIVO
340510;DE SUPERAVIT DE CAPITAL;CR;ACTIVO
340515;DE RESERVAS;CR;ACTIVO
340520;DE RESULTADOS DE EJERCICIOS ANTERIORES;CR;ACTIVO
340525;DE ACTIVOS EN PERIODO IMPRODUCTIVO;CR;ACTIVO
340599;CUENTA AJUSTES NIIF;CR;ACTIVO
3410;SANEAMIENTO FISCAL;CR;ACTIVO
341099;CUENTA AJUSTES NIIF;CR;ACTIVO
3415;AJUSTES POR INFLACION DECRETO 3019 DE 1989;CR;ACTIVO
341599;CUENTA AJUSTES NIIF;CR;ACTIVO
35;DIVID.O PARTICIPA.DECRET.EN ACC/CUOTAS O PARTESDE INT.SOCIAL;CR;ACTIVO
3505;DIVIDENDOS DECRETADOS EN ACCIONES;CR;ACTIVO
350599;CUENTA AJUSTES NIIF;CR;ACTIVO
3510;PARTICIPACIONES DECRETADAS EN CUOTAS O PARTES DE INT. SOCIAL;CR;ACTIVO
351099;CUENTA AJUSTES NIIF;CR;ACTIVO
36;RESULTADOS DEL EJERCICIO;CR;ACTIVO
3605;UTILIDAD DEL EJERCICIO;CR;ACTIVO
360505;UTILIDAD DEL EJERCICIO;CR;ACTIVO
360510;UTILIDAD POR EXPOSICION A LA INFLACION;CR;ACTIVO
360599;CUENTA AJUSTES NIIF;CR;ACTIVO
3610;PERDIDA DEL EJERCICIO;CR;ACTIVO
361005;PERDIDA DEL EJERCICIO;CR;ACTIVO
361010;PERDIDA POR EXPOSICION A LA INFLACION;CR;ACTIVO
361099;CUENTA AJUSTES NIIF;CR;ACTIVO
37;RESULTADOS DE EJERCICIOS ANTERIORES;CR;ACTIVO
3705;UTILIDADES O EXCEDENTES ACUMULADOS;CR;ACTIVO
370501;UTILIDADES Y EXCEDENTES ACUMULADOS;CR;ACTIVO
370505;UTILIDAD ACUMULADA;CR;ACTIVO
370599;CUENTA AJUSTES NIIF;CR;ACTIVO
3710;PERDIDAS ACUMULADAS;CR;ACTIVO
371001;PERDIDA DE EJERCICIOS ANTERIORES;CR;ACTIVO
371099;CUENTA AJUSTES NIIF;CR;ACTIVO
38;SUPERAVIT POR VALORIZACIONES;CR;ACTIVO
3805;DE INVERSIONES;CR;ACTIVO
380505;ACCIONES;CR;ACTIVO
380510;CUOTAS O PARTES DE INTERES SOCIAL;CR;ACTIVO
380515;DERECHOS FIDUCIARIOS;CR;ACTIVO
380599;CUENTA AJUSTES NIIF;CR;ACTIVO
3810;DE PROPIEDADES PLANTA Y EQUIPO;CR;ACTIVO
381004;TERRENOS;CR;ACTIVO
381006;MATERIALES PROYECTOS PETROLEROS;CR;ACTIVO
381008;CONSTRUCCIONES Y EDIFICACIONES;CR;ACTIVO
381012;MAQUINARIA Y EQUIPO;CR;ACTIVO
381016;EQUIPO DE OFICINA;CR;ACTIVO
381020;EQUIPO DE COMPUTACION Y COMUNICACION;CR;ACTIVO
381024;EQUIPO MEDICO CIENTIFICO;CR;ACTIVO
381028;EQUIPO DE HOTELES Y RESTAURANTES;CR;ACTIVO
381032;FLOTA Y EQUIPO DE TRANSPORTE;CR;ACTIVO
381036;FLOTA Y EQUIPO FLUVIAL Y/O MARITIMO;CR;ACTIVO
381040;FLOTA Y EQUIPO AEREO;CR;ACTIVO
381044;FLOTA Y EQUIPO FERREO;CR;ACTIVO
381048;ACUEDUCTOS PLANTAS Y REDES;CR;ACTIVO
381052;ARMAMENTO DE VIGILANCIA;CR;ACTIVO
381056;ENVASES Y EMPAQUES;CR;ACTIVO
381060;PLANTACIONES AGRICOLAS Y FORESTALES;CR;ACTIVO
381064;VIAS DE COMUNICACION;CR;ACTIVO
381068;MINAS Y CANTERAS;CR;ACTIVO
381072;POZOS ARTESIANOS;CR;ACTIVO
381076;YACIMIENTOS;CR;ACTIVO
381080;SEMOVIENTES;CR;ACTIVO
381099;CUENTA AJUSTES NIIF;CR;ACTIVO
3895;DE OTROS ACTIVOS;CR;ACTIVO
389505;BIENES DE ARTE Y CULTURA;CR;ACTIVO
389510;BIENES ENTREGADOS EN COMODATO;CR;ACTIVO
389515;BIENES RECIBIDOS EN PAGO;CR;ACTIVO
389520;INVENTARIO DE SEMOVIENTES;CR;ACTIVO
389599;CUENTA AJUSTES NIIF;CR;ACTIVO
4;INGRESOS;CR;ACTIVO
41;OPERACIONALES;CR;ACTIVO
4105;AGRICULTURA/ GANADERIA/ CAZA Y SILVICULTURA;CR;ACTIVO
410505;CULTIVO DE CEREALES;CR;ACTIVO
410510;CULTIVOS DE HORTALIZAS/ LEGUMBRES Y PLANTAS ORNAMENTALES;CR;ACTIVO
410515;CULTIVOS DE FRUTAS/ NUECES Y PLANTAS AROMATICAS;CR;ACTIVO
410520;CULTIVO DE CAFE;CR;ACTIVO
410525;CULTIVO DE FLORES;CR;ACTIVO
410530;CULTIVO DE CA¥A DE AZUCAR;CR;ACTIVO
410535;CULTIVO DE ALGODON Y PLANTAS PARA MATERIAL TEXTIL;CR;ACTIVO
410540;CULTIVO DE BANANO;CR;ACTIVO
410545;OTROS CULTIVOS AGRICOLAS;CR;ACTIVO
410550;CRIA DE OVEJAS/ CABRAS/ ASNOS/ MULAS Y BURDEGANOS;CR;ACTIVO
410555;CRIA DE GANADO CABALLAR Y VACUNO.;CR;ACTIVO
410560;PRODUCCION AVICOLA;CR;ACTIVO
410565;CRIA DE OTROS ANIMALES;CR;ACTIVO
410570;SERVICIOS AGRICOLAS Y GANADEROS;CR;ACTIVO
410575;ACTIVIDAD DE CAZA;CR;ACTIVO
410580;ACTIVIDAD DE SILVICULTURA;CR;ACTIVO
410599;AJUSTES POR INFLACION;CR;ACTIVO
410599;CUENTA AJUSTES NIIF;CR;ACTIVO
4110;PESCA;CR;ACTIVO
411005;ACTIVIDAD DE PESCA;CR;ACTIVO
411010;EXPLOTACION DE CRIADEROS DE PECES;CR;ACTIVO
411095;ACTIVIDADES CONEXAS;CR;ACTIVO
411099;AJUSTES POR INFLACION;CR;ACTIVO
411099;CUENTA AJUSTES NIIF;CR;ACTIVO
4115;EXPLOTACION DE MINAS Y CANTERAS;CR;ACTIVO
411505;CARBON;CR;ACTIVO
411510;PETROLEO CRUDO;CR;ACTIVO
411512;GAS NATURAL;CR;ACTIVO
411514;SERVICIOS RELACIONADOS CON EXTRACCION DE PETROLEO Y GAS;CR;ACTIVO
411515;MINERALES DE HIERRO;CR;ACTIVO
411520;MINERALES METALIFEROS NO FERROSOS;CR;ACTIVO
411525;PIEDRA/ ARENA Y ARCILLA;CR;ACTIVO
411527;PIEDRAS PRECIOSAS;CR;ACTIVO
411528;ORO;CR;ACTIVO
411530;OTRAS MINAS Y CANTERAS;CR;ACTIVO
411532;PRESTACION DE SERVICIOS SECTOR MINERO;CR;ACTIVO
411595;ACTIVIDADES CONEXAS;CR;ACTIVO
411599;AJUSTES POR INFLACION;CR;ACTIVO
411599;CUENTA AJUSTES NIIF;CR;ACTIVO
4120;INDUSTRIAS MANUFACTURERAS;CR;ACTIVO
412001;PRODUCCION Y PROCESAMIENTO DE CARNES Y PRODUCTOS CARNICOS;CR;ACTIVO
412002;PRODUCTOS DE PESCADO;CR;ACTIVO
412003;PRODUCTOS DE FRUTAS/ LEGUMBRES Y HORTALIZAS;CR;ACTIVO
412004;ELABORACION DE ACEITES Y GRASAS;CR;ACTIVO
412005;ELABORACION DE PRODUCTOS LACTEOS;CR;ACTIVO
412006;ELABORACION DE PRODUCTOS DE MOLINERIA;CR;ACTIVO
