CUENTA;NOMBRE;NATURALEZA;ESTADO
529530;UTILES/ PAPELERIA Y FOTOCOPIAS;DB;ACTIVO
529535;COMBUSTIBLES Y LUBRICANTES;DB;ACTIVO
529540;ENVASES Y EMPAQUES;DB;ACTIVO
529545;TAXIS Y BUSES;DB;ACTIVO
529550;ESTAMPILLAS;DB;ACTIVO
529555;MICROFILMACION;DB;ACTIVO
529560;CASINO Y RESTAURANTE;DB;ACTIVO
529565;PARQUEADEROS;DB;ACTIVO
529570;INDEMNIZACION POR DA¥OS A TERCEROS;DB;ACTIVO
529575;POLVORA Y SIMILARES;DB;ACTIVO
529595;OTROS;DB;ACTIVO
529599;AJUSTES POR INFLACION;DB;ACTIVO
529599;CUENTA AJUSTES NIIF;DB;ACTIVO
5299;PROVISIONES;DB;ACTIVO
529905;INVERSIONES;DB;ACTIVO
529910;DEUDORES;DB;ACTIVO
529915;INVENTARIOS;DB;ACTIVO
529920;PROPIEDADES/ PLANTA Y EQUIPO;DB;ACTIVO
529995;OTROS ACTIVOS;DB;ACTIVO
529999;AJUSTES POR INFLACION;DB;ACTIVO
529999;CUENTA AJUSTES NIIF;DB;ACTIVO
53;NO OPERACIONALES;DB;ACTIVO
5305;FINANCIEROS;DB;ACTIVO
530505;GASTOS BANCARIOS;DB;ACTIVO
530510;REAJUSTE MONETARIO - UPAC;DB;ACTIVO
530515;COMISIONES;DB;ACTIVO
530520;INTERESES;DB;ACTIVO
530525;DIFERENCIA EN CAMBIO;DB;ACTIVO
530530;GASTOS EN NEGOCIACION CERTIFICADOS DE CAMBIO;DB;ACTIVO
530535;DESCUENTOS COMERCIALES CONDICIONADOS;DB;ACTIVO
530540;GASTOS MANEJO Y EMISION DE BONOS;DB;ACTIVO
530545;PRIMA AMORTIZADA;DB;ACTIVO
530595;OTROS;DB;ACTIVO
530599;AJUSTES POR INFLACION;DB;ACTIVO
530599;CUENTA AJUSTES NIIF;DB;ACTIVO
5310;PERDIDA EN VENTA Y RETIRO DE BIENES;DB;ACTIVO
531005;VENTA DE INVERSIONES;DB;ACTIVO
531010;VENTA DE CARTERA;DB;ACTIVO
531015;VENTA DE PROPIEDADES PLANTA Y EQUIPO;DB;ACTIVO
531020;VENTA DE INTANGIBLES;DB;ACTIVO
531025;VENTA DE OTROS ACTIVOS;DB;ACTIVO
531030;RETIRO DE PROPIEDADES PLANTA Y EQUIPO;DB;ACTIVO
531035;RETIRO DE OTROS ACTIVOS;DB;ACTIVO
531040;PERDIDAS POR SINIESTROS;DB;ACTIVO
531095;OTROS;DB;ACTIVO
531099;AJUSTES POR INFLACION;DB;ACTIVO
531099;CUENTA AJUSTES NIIF;DB;ACTIVO
5315;GASTOS EXTRAORDINARIOS;DB;ACTIVO
531505;COSTAS Y PROCESOS JUDICIALES;DB;ACTIVO
531510;ACTIVIDADES CULTURALES Y CIVICAS;DB;ACTIVO
531515;COSTOS Y GASTOS DE EJERCICIOS ANTERIORES;DB;ACTIVO
531520;IMPUESTOS ASUMIDOS;DB;ACTIVO
531595;OTROS;DB;ACTIVO
531599;AJUSTES POR INFLACION;DB;ACTIVO
531599;CUENTA AJUSTES NIIF;DB;ACTIVO
5395;GASTOS DIVERSOS;DB;ACTIVO
539505;DEMANDAS LABORALES;DB;ACTIVO
539510;DEMANDAS POR INCUMPLIMIENTO DE CONTRATOS;DB;ACTIVO
539515;INDEMNIZACIONES;DB;ACTIVO
539520;MULTAS/ SANCIONES Y LITIGIOS;DB;ACTIVO
539525;DONACIONES;DB;ACTIVO
539530;CONSTITUCION DE GARANTIAS;DB;ACTIVO
539535;AMORTIZACION DE BIENES ENTREGADOS EN COMODATO;DB;ACTIVO
539595;OTROS;DB;ACTIVO
539599;AJUSTES POR INFLACION;DB;ACTIVO
539599;CUENTA AJUSTES NIIF;DB;ACTIVO
54;IMPUESTO DE RENTA Y COMPLEMENTARIOS;DB;ACTIVO
5405;IMPUESTO DE RENTA Y COMPLEMENTARIOS;DB;ACTIVO
540505;IMPUESTO DE RENTA Y COMPLEMENTARIOS;DB;ACTIVO
540506;IMPUESTO RST;DB;ACTIVO
540599;CUENTA AJUSTES NIIF;DB;ACTIVO
59;GANANCIAS Y PERDIDAS;DB;ACTIVO
5905;GANANCIAS Y PERDIDAS;DB;ACTIVO
590505;GANANCIAS Y PERDIDAS;DB;ACTIVO
590599;CUENTA AJUSTES NIIF;DB;ACTIVO
6;COSTOS DE VENTAS;DB;ACTIVO
61;COSTO DE VENTAS Y DE PRESTACION DE SERVICIOS;DB;ACTIVO
6105;AGRICULTURA/ GANADERIA/ CAZA Y SILVICULTURA;DB;ACTIVO
610505;CULTIVO DE CEREALES;DB;ACTIVO
610510;CULTIVOS DE HORTALIZAS/ LEGUMBRES Y PLANTAS ORNAMENTALES;DB;ACTIVO
610515;CULTIVOS DE FRUTAS/ NUECES Y PLANTAS AROMATICAS;DB;ACTIVO
610520;CULTIVO DE CAFE;DB;ACTIVO
610525;CULTIVO DE FLORES;DB;ACTIVO
610530;CULTIVO DE CA¥A DE AZUCAR;DB;ACTIVO
610535;CULTIVO DE ALGODON Y PLANTAS PARA MATERIAL TEXTIL;DB;ACTIVO
610540;CULTIVO DE BANANO;DB;ACTIVO
610545;OTROS CULTIVOS AGRICOLAS;DB;ACTIVO
610550;CRIA DE OVEJAS/ CABRAS/ ASNOS/ MULAS Y BURDEGANOS;DB;ACTIVO
610555;CRIA DE GANADO CABALLAR Y VACUNO.;DB;ACTIVO
610560;PRODUCCION AVICOLA;DB;ACTIVO
610565;CRIA DE OTROS ANIMALES;DB;ACTIVO
610570;SERVICIOS AGRICOLAS Y GANADEROS;DB;ACTIVO
610575;ACTIVIDAD DE CAZA;DB;ACTIVO
610580;ACTIVIDAD DE SILVICULTURA;DB;ACTIVO
610595;ACTIVIDADES CONEXAS;DB;ACTIVO
610599;AJUSTES POR INFLACION;DB;ACTIVO
610599;CUENTA AJUSTES NIIF;DB;ACTIVO
6110;PESCA;DB;ACTIVO
611005;ACTIVIDAD DE PESCA;DB;ACTIVO
611010;EXPLOTACION DE CRIADEROS DE PECES;DB;ACTIVO
611095;ACTIVIDADES CONEXAS;DB;ACTIVO
611099;AJUSTES POR INFLACION;DB;ACTIVO
611099;CUENTA AJUSTES NIIF;DB;ACTIVO
6115;EXPLOTACION DE MINAS Y CANTERAS;DB;ACTIVO
611505;CARBON;DB;ACTIVO
611510;PETROLEO CRUDO;DB;ACTIVO
611512;GAS NATURAL;DB;ACTIVO
611514;SERVICIOS RELACIONADOS CON EXTRACCION DE PETROLEO Y GAS;DB;ACTIVO
611515;MINERALES DE HIERRO;DB;ACTIVO
611520;MINERALES METALIFEROS NO FERROSOS;DB;ACTIVO
611525;PIEDRA/ ARENA Y ARCILLA;DB;ACTIVO
611527;PIEDRAS PRECIOSAS;DB;ACTIVO
611528;ORO;DB;ACTIVO
611530;OTRAS MINAS Y CANTERAS;DB;ACTIVO
611532;PRESTACION DE SERVICIOS SECTOR MINERO;DB;ACTIVO
611595;ACTIVIDADES CONEXAS;DB;ACTIVO
611599;AJUSTES POR INFLACION;DB;ACTIVO
611599;CUENTA AJUSTES NIIF;DB;ACTIVO
6120;INDUSTRIAS MANUFACTURERAS;DB;ACTIVO
612001;PRODUCCION Y PROCESAMIENTO DE CARNES Y PRODUCTOS CARNICOS;DB;ACTIVO
612002;PRODUCTOS DE PESCADO;DB;ACTIVO
612003;PRODUCTOS DE FRUTAS/ LEGUMBRES Y HORTALIZAS;DB;ACTIVO
612004;ELABORACION DE ACEITES Y GRASAS;DB;ACTIVO
612005;ELABORACION DE PRODUCTOS LACTEOS;DB;ACTIVO
612006;ELABORACION DE PRODUCTOS DE MOLINERIA;DB;ACTIVO
612007;ELABORACION DE ALMIDONES Y DERIVADOS;DB;ACTIVO
612008;ELABORACION DE ALIMENTOS PARA ANIMALES;DB;ACTIVO
612009;ELABORACION DE PRODUCTOS PARA PANADERIA;DB;ACTIVO
612010;ELABORACION DE AZUCAR Y MELAZAS;DB;ACTIVO
612011;ELABORACION DE CACAO/ CHOCOLATE Y CONFITERIA;DB;ACTIVO
612012;ELABORACION DE PASTAS Y PRODUCTOS FARINACEOS;DB;ACTIVO
612013;ELABORACION DE PRODUCTOS DE CAFE;DB;ACTIVO
612014;ELABORACION DE OTROS PRODUCTOS ALIMENTICIOS;DB;ACTIVO
612015;ELABORACION DE BEBIDAS ALCOHOLICAS Y ALCOHOL ETILICO;DB;ACTIVO
612016;ELABORACION DE VINOS;DB;ACTIVO
612017;ELABORACION DE BEBIDAS MALTEADAS Y DE MALTA;DB;ACTIVO
612018;ELABORACION DE BEBIDAS NO ALCOHOLICAS;DB;ACTIVO
612019;ELABORACION DE PRODUCTOS DE TABACO;DB;ACTIVO
612020;PREPARACION E HILATURA DE FIBRAS TEXTILES Y TEJEDURIA;DB;ACTIVO
612021;ACABADO DE PRODUCTOS TEXTILES;DB;ACTIVO
612022;ELABORACION DE ARTICULOS DE MATERIALES TEXTILES;DB;ACTIVO
612023;ELABORACION DE TAPICES Y ALFOMBRAS;DB;ACTIVO
612024;ELABORACION DE CUERDAS/ CORDELES/ BRAMANTES Y REDES;DB;ACTIVO
612025;ELABORACION DE OTROS PRODUCTOS TEXTILES;DB;ACTIVO
612026;ELABORACION DE TEJIDOS;DB;ACTIVO
612027;ELABORACION DE PRENDAS DE VESTIR;DB;ACTIVO
612028;PREPARACION/ ADOBO Y TE¥IDO DE PIELES;DB;ACTIVO
612029;CURTIDO/ ADOBO O PREPARACION DE CUERO;DB;ACTIVO
612030;ELABORACION DE MALETAS/ BOLSOS Y SIMILARES;DB;ACTIVO
612031;ELABORACION DE CALZADO;DB;ACTIVO
612032;PRODUCCION DE MADERA/ ARTICULOS DE MADERA Y CORCHO;DB;ACTIVO
612033;ELABORACION DE PASTA Y PRODUCTOS DE MADERA/ PAPEL Y CARTON;DB;ACTIVO
612034;EDICIONES Y PUBLICACIONES;DB;ACTIVO
612035;IMPRESION;DB;ACTIVO
612036;SERVICIOS RELACIONADOS CON LA EDICION Y LA IMPRESION;DB;ACTIVO
612037;REPRODUCCION DE GRABACIONES;DB;ACTIVO
612038;ELABORACION DE PRODUCTOS DE HORNO DE COQUE;DB;ACTIVO
612039;ELABORACION DE PRODUCTOS DE LA REFINACION DE PETROLEO;DB;ACTIVO
612040;ELABORACION DE SUSTANCIAS QUIMICAS BASICAS;DB;ACTIVO
612041;ELABORACION DE ABONOS Y COMPUESTOS DE NITROGENO;DB;ACTIVO
612042;ELABORACION DE PLASTICO Y CAUCHO SINTETICO;DB;ACTIVO
612043;ELABORACION DE PRODUCTOS QUIMICOS DE USO AGROPECUARIO;DB;ACTIVO
612044;ELABORACION DE PINTURAS/ TINTAS Y MASILLAS;DB;ACTIVO
612045;ELABORACION DE PRODUCTOS FARMACEUTICOS Y BOTANICOS;DB;ACTIVO
612046;ELABORACION DE JABONES/ DETERGENTES Y PREPARADOS DE TOCADOR;DB;ACTIVO
612047;ELABORACION DE OTROS PRODUCTOS QUIMICOS;DB;ACTIVO
612048;ELABORACION DE FIBRAS;DB;ACTIVO
612049;ELABORACION DE OTROS PRODUCTOS DE CAUCHO;DB;ACTIVO
612050;ELABORACION DE PRODUCTOS DE PLASTICO;DB;ACTIVO
612051;ELABORACION DE VIDRIO Y PRODUCTOS DE VIDRIO;DB;ACTIVO
612052;ELAB. PRODUCTOS DE CERAMICA/LOZA/PIEDRA/ARCILLA Y PORCELANA;DB;ACTIVO
612053;ELABORACION DE CEMENTO/ CAL Y YESO;DB;ACTIVO
612054;ELABORACION DE ARTICULOS DE HORMIGON/ CEMENTO Y YESO;DB;ACTIVO
612055;CORTE/ TALLADO Y ACABADO DE LA PIEDRA;DB;ACTIVO
612056;ELABORACION DE OTROS PRODUCTOS MINERALES NO METALICOS;DB;ACTIVO
612057;INDUSTRIAS BASICAS Y FUNDICION DE HIERRO Y ACERO;DB;ACTIVO
612058;PRODUCTOS PRIMARIOS DE MET. PRECIOSOS Y METALES NO FERROSOS;DB;ACTIVO
612059;FUNDICION DE METALES NO FERROSOS;DB;ACTIVO
612060;FABRICACION DE PRODUCTOS METALICOS PARA USO ESTRUCTURAL;DB;ACTIVO
612061;FORJA/ PRENSADO/ ESTAMPADO/ LAMINADO DE METAL Y;DB;ACTIVO
612062;REVESTIMIENTO DE METALES Y OBRAS DE INGENIERIA MECANICA;DB;ACTIVO
612063;FABRICACION DE ARTICULOS DE FERRETERIA;DB;ACTIVO
612064;ELABORACION DE OTROS PRODUCTOS DE METAL;DB;ACTIVO
612065;FABRICACION DE MAQUINARIA Y EQUIPO;DB;ACTIVO
612066;FABRICACION DE EQUIPOS DE ELEVACION Y MANIPULACION;DB;ACTIVO
612067;ELABORACION DE APARATOS DE USO DOMESTICO;DB;ACTIVO
612068;ELABORACION DE EQUIPO DE OFICINA;DB;ACTIVO
612069;ELABORACION DE PILAS Y BATERIAS PRIMARIAS;DB;ACTIVO
612070;ELABORACION DE EQUIPO DE ILUMINACION;DB;ACTIVO
612071;ELABORACION DE OTROS TIPOS DE EQUIPO ELECTRICO;DB;ACTIVO
612072;FABRICACION DE EQUIPOS DE RADIO/ TELEVISION Y COMUNICACIONES;DB;ACTIVO
612073;FABRICACION DE APARATOS E INSTRUMENTOS MEDICOS;DB;ACTIVO
612074;FABRICACION DE INSTRUMENTOS DE MEDICION Y CONTROL;DB;ACTIVO
612075;FABRICACION DE INSTRUMENTOS DE OPTICA Y EQUIPO FOTOGRAFICO;DB;ACTIVO
612076;FABRICACION DE RELOJES;DB;ACTIVO
612077;FABRICACION DE VEHICULOS AUTOMOTORES;DB;ACTIVO
612078;FABRICACION DE CARROCERIAS PARA AUTOMOTORES;DB;ACTIVO
612079;FABRICACION DE PARTES PIEZAS Y ACCESORIOS PARA AUTOMOTORES;DB;ACTIVO
612080;FABRICACION Y REPARACION DE BUQUES Y OTRAS EMBARCACIONES;DB;ACTIVO
612081;FAB. DE LOCOMOTORAS Y MATERIAL RODANTE PARA FERROCARRILES;DB;ACTIVO
612082;FABRICACION DE AERONAVES;DB;ACTIVO
612083;FABRICACION DE MOTOCICLETAS;DB;ACTIVO
612084;FABRICACION DE BICICLETAS Y SILLAS DE RUEDAS;DB;ACTIVO
612085;FABRICACION DE OTROS TIPOS DE TRANSPORTE;DB;ACTIVO
612086;FABRICACION DE MUEBLES;DB;ACTIVO
612087;FABRICACION DE JOYAS Y ARTICULOS CONEXOS;DB;ACTIVO
612088;FABRICACION DE INSTRUMENTOS DE MUSICA;DB;ACTIVO
612089;FABRICACION DE ARTICULOS Y EQUIPO PARA DEPORTE;DB;ACTIVO
612090;FABRICACION DE JUEGOS Y JUGUETES;DB;ACTIVO
612091;RECICLAMIENTO DE DESPERDICIOS;DB;ACTIVO
612095;PRODUCTOS DE OTRAS INDUSTRIAS MANUFACTURERAS;DB;ACTIVO
612099;AJUSTES POR INFLACION;DB;ACTIVO
612099;CUENTA AJUSTES NIIF;DB;ACTIVO
6125;SUMINISTRO DE ELECTRICIDAD/ GAS Y AGUA;DB;ACTIVO
612505;GENERACION/ CAPTACION Y DISTRIBUCION DE ENERGIA ELECTRICA;DB;ACTIVO
612510;FABRICACION DE GAS Y DISTRIBUCION DE COMBUSTIBLES GASEOSOS;DB;ACTIVO
612515;CAPTACION/ DEPURACION Y DISTRIBUCION DE AGUA;DB;ACTIVO
612595;ACTIVIDADES CONEXAS;DB;ACTIVO
612599;AJUSTES POR INFLACION;DB;ACTIVO
612599;CUENTA AJUSTES NIIF;DB;ACTIVO
6130;CONSTRUCCION;DB;ACTIVO
613005;PREPARACION DE TERRENOS;DB;ACTIVO
613010;CONSTRUCCION DE EDIFICIOS Y OBRAS DE INGENIERIA CIVIL;DB;ACTIVO
613015;ACONDICIONAMIENTO DE EDIFICIOS;DB;ACTIVO
613020;TERMINACION DE EDIFICACIONES;DB;ACTIVO
613025;ALQUILER DE EQUIPO CON OPERARIO;DB;ACTIVO
613095;ACTIVIDADES CONEXAS;DB;ACTIVO
613099;AJUSTES POR INFLACION;DB;ACTIVO
613099;CUENTA AJUSTES NIIF;DB;ACTIVO
6135;COMERCIO AL POR MAYOR Y AL POR MENOR;DB;ACTIVO
613502;VENTA DE VEHICULOS AUTOMOTORES;DB;ACTIVO
613504;MANTENIMIENTO/ REPARACION Y LAVADO DE VEHICULOS AUTOMOTORES;DB;ACTIVO
613506;VENTA DE PARTES/PIEZAS Y ACCESORIOS DE VEHICULOS AUTOMOTORES;DB;ACTIVO
613508;VENTA DE COMBUSTIBLES SOLIDOS/ LIQUIDOS/ GASEOSOS;DB;ACTIVO
613510;VENTA  LUBRICANTES/ADITIVOS/LLANTAS Y LUJOS PARA AUTOMOTORES;DB;ACTIVO
613512;VENTA A CAMBIO DE RETRIBUCION O POR CONTRATA;DB;ACTIVO
613514;VENTA DE INSUMOS/ MATERIAS PRIMAS AGROPECUARIAS Y FLORES;DB;ACTIVO
613516;VENTA DE OTROS INSUMOS Y MATERIAS PRIMAS NO AGROPECUARIAS;DB;ACTIVO
613518;VENTA DE ANIMALES VIVOS Y CUEROS;DB;ACTIVO
613520;VENTA DE PRODUCTOS EN ALMACENES NO ESPECIALIZADOS;DB;ACTIVO
613522;VENTA DE PRODUCTOS AGROPECUARIOS;DB;ACTIVO
613524;VENTA DE PRODUCTOS TEXTILES/ DE VESTIR/ DE CUERO Y CALZADO;DB;ACTIVO
613526;VENTA DE PAPEL Y CARTON;DB;ACTIVO
613528;VEN.LIBROS/REV/ELEMENTOS PAPELERIA/UTILES Y TEXTOS ESCOLARES;DB;ACTIVO
613530;VENTA DE JUEGOS/ JUGUETES Y ARTICULOS DEPORTIVOS;DB;ACTIVO
613532;VENTA DE INSTRUMENTOS QUIRURGICOS Y ORTOPEDICOS;DB;ACTIVO
613534;VENTA DE ARTICULOS EN RELOJERIAS Y JOYERIAS;DB;ACTIVO
613536;VENTA DE ELECTRODOMESTICOS Y MUEBLES;DB;ACTIVO
613538;VEN.PRODUCTOS ASEO/FARMACEUTICOS/MEDICINALES Y ART.DETOCADOR;DB;ACTIVO
613540;VEN.CUBI/VAJILLAS/CRIST/PORC/CERAMICAS YOTROS ART.USO DOMEST;DB;ACTIVO
613542;VENTA DE MATERIALES DE CONSTRUCCION/FONTANERIA Y CALEFACCION;DB;ACTIVO
613544;VENTA DE PINTURAS Y LACAS;DB;ACTIVO
613546;VENTA DE PRODUCTOS DE VIDRIOS Y MARQUETERIA;DB;ACTIVO
613548;VENTA DE HERRAMIENTAS Y ARTICULOS DE FERRETERIA;DB;ACTIVO
613550;VENTA DE QUIMICOS;DB;ACTIVO
613552;VENTA DE PRODUCTOS INTERMEDIOS/ DESPERDICIOS Y DESECHOS;DB;ACTIVO
613554;VENTA DE MAQUINARIA/EQ. DE OFICINA Y PROGRAMAS DE COMPUTADOR;DB;ACTIVO
613556;VENTA DE ARTICULOS EN CACHARRERIAS Y MISCELANEAS;DB;ACTIVO
613558;VENTA DE INSTRUMENTOS MUSICALES;DB;ACTIVO
613560;VENTA DE ARTICULOS EN CASAS DE EMPE¥O Y PRENDERIAS;DB;ACTIVO
613562;VENTA DE EQUIPO FOTOGRAFICO;DB;ACTIVO
613564;VENTA DE EQUIPO OPTICO Y DE PRECISION;DB;ACTIVO
613566;VENTA DE EMPAQUES;DB;ACTIVO
613568;VENTA DE EQUIPO PROFESIONAL Y CIENTIFICO;DB;ACTIVO
613570;VENTA DE LOTERIAS/ RIFAS/ CHANCE/ APUESTAS Y SIMILARES;DB;ACTIVO
613572;REPARACION DE EFECTOS PERSONALES Y ELECTRODOMESTICOS;DB;ACTIVO
613595;VENTA DE OTROS PRODUCTOS;DB;ACTIVO
613599;AJUSTES POR INFLACION;DB;ACTIVO
613599;CUENTA AJUSTES NIIF;DB;ACTIVO
6140;HOTELES Y RESTAURANTES;DB;ACTIVO
614005;HOTELERIA;DB;ACTIVO
614010;CAMPAMENTO Y OTROS TIPOS DE HOSPEDAJE;DB;ACTIVO
614015;RESTAURANTES;DB;ACTIVO
614020;BARES Y CANTINAS;DB;ACTIVO
614095;ACTIVIDADES CONEXAS;DB;ACTIVO
614099;AJUSTES POR INFLACION;DB;ACTIVO
614099;CUENTA AJUSTES NIIF;DB;ACTIVO
6145;TRANSPORTE/ ALMACENAMIENTO Y COMUNICACIONES;DB;ACTIVO
614505;SERVICIO DE TRANSPORTE POR CARRETERA;DB;ACTIVO
614510;SERVICIO DE TRANSPORTE POR VIA FERREA;DB;ACTIVO
614515;SERVICIO DE TRANSPORTE POR VIA ACUATICA;DB;ACTIVO
614520;SERVICIO DE TRANSPORTE POR VIA AEREA;DB;ACTIVO
614525;SERVICIO DE TRANSPORTE POR TUBERIAS;DB;ACTIVO
614530;MANIPULACION DE CARGA;DB;ACTIVO
614535;ALMACENAMIENTO Y DEPOSITO;DB;ACTIVO
614540;SERVICIOS COMPLEMENTARIOS PARA EL TRANSPORTE;DB;ACTIVO
614545;AGENCIAS DE VIAJE;DB;ACTIVO
614550;OTRAS AGENCIAS DE TRANSPORTE;DB;ACTIVO
614555;SERVICIO POSTAL Y DE CORREO;DB;ACTIVO
614560;SERVICIO TELEFONICO;DB;ACTIVO
614565;SERVICIO DE TELEGRAFO;DB;ACTIVO
614570;SERVICIO DE TRANSMISION DE DATOS;DB;ACTIVO
614575;SERVICIO DE RADIO Y TELEVISION POR CABLE;DB;ACTIVO
614580;TRANSMISION DE SONIDO E IMAGENES POR CONTRATO;DB;ACTIVO
614595;ACTIVIDADES CONEXAS;DB;ACTIVO
614599;AJUSTES POR INFLACION;DB;ACTIVO
614599;CUENTA AJUSTES NIIF;DB;ACTIVO
6150;ACTIVIDAD FINANCIERA;DB;ACTIVO
615005;DE INVERSIONES;DB;ACTIVO
615010;DE SERVICIO DE BOLSA;DB;ACTIVO
615099;AJUSTES POR INFLACION;DB;ACTIVO
615099;CUENTA AJUSTES NIIF;DB;ACTIVO
6155;ACTIVIDADES INMOBILIARIAS/ EMPRESARIALES Y DE ALQUILER;DB;ACTIVO
615505;ARRENDAMIENTOS DE BIENES INMUEBLES;DB;ACTIVO
615510;INMOBILIARIAS POR RETRIBUCION O CONTRATA;DB;ACTIVO
615515;ALQUILER EQUIPO DE TRANSPORTE;DB;ACTIVO
615520;ALQUILER MAQUINARIA Y EQUIPO;DB;ACTIVO
615525;ALQUILER DE EFECTOS PERSONALES Y ENSERES DOMESTICOS;DB;ACTIVO
615530;CONSULTORIA EN EQUIPO Y PROGRAMAS DE INFORMATICA;DB;ACTIVO
615535;PROCESAMIENTO DE DATOS;DB;ACTIVO
615540;MANTENIMIENTO Y REPARACION DE MAQUINARIA DE OFICINA;DB;ACTIVO
615545;INVESTIGACIONES CIENTIFICAS Y DE DESARROLLO;DB;ACTIVO
615550;ACTIVIDADES EMPRESARIALES DE CONSULTORIA;DB;ACTIVO
615555;PUBLICIDAD;DB;ACTIVO
615560;DOTACION DE PERSONAL;DB;ACTIVO
615565;INVESTIGACION Y SEGURIDAD;DB;ACTIVO
615570;LIMPIEZA DE INMUEBLES;DB;ACTIVO
615575;FOTOGRAFIA;DB;ACTIVO
615580;ENVASE Y EMPAQUE;DB;ACTIVO
615585;FOTOCOPIADO;DB;ACTIVO
615590;MANTENIMIENTO Y REPARACION DE MAQUINARIA Y EQUIPO;DB;ACTIVO
615595;ACTIVIDADES CONEXAS;DB;ACTIVO
615599;AJUSTES POR INFLACION;DB;ACTIVO
615599;CUENTA AJUSTES NIIF;DB;ACTIVO
6160;ENSE¥ANZA;DB;ACTIVO
616005;ACTIVIDADES RELACIONADAS CON LA EDUCACION;DB;ACTIVO
616099;AJUSTES POR INFLACION;DB;ACTIVO
616099;CUENTA AJUSTES NIIF;DB;ACTIVO
6165;SERVICIOS SOCIALES Y DE SALUD;DB;ACTIVO
616505;SERVICIO HOSPITALARIO;DB;ACTIVO
616510;SERVICIO MEDICO;DB;ACTIVO
616515;SERVICIO ODONTOLOGICO;DB;ACTIVO
616520;SERVICIO DE LABORATORIO;DB;ACTIVO
616525;ACTIVIDADES VETERINARIAS;DB;ACTIVO
616530;ACTIVIDADES DE SERVICIOS SOCIALES;DB;ACTIVO
616595;ACTIVIDADES CONEXAS;DB;ACTIVO
616599;AJUSTES POR INFLACION;DB;ACTIVO
616599;CUENTA AJUSTES NIIF;DB;ACTIVO
6170;OTRAS ACTIV.DE SERVICIOS COMUNITARIOS/ SOCIALES Y PERSONALES;DB;ACTIVO
617005;ELIMINACION DE DESPERDICIOS Y AGUAS RESIDUALES;DB;ACTIVO
617010;ACTIVIDADES DE ASOCIACION;DB;ACTIVO
617015;PRODUCCION Y DISTRIBUCION DE FILMES Y VIDEOCINTAS;DB;ACTIVO
617020;EXHIBICION DE FILMES Y VIDEOCINTAS;DB;ACTIVO
617025;ACTIVIDAD DE RADIO Y TELEVISION;DB;ACTIVO
617030;ACTIVIDAD TEATRAL/ MUSICAL Y ARTISTICA;DB;ACTIVO
617035;GRABACION Y PRODUCCION DE DISCOS;DB;ACTIVO
617040;ENTRETENIMIENTO Y ESPARCIMIENTO;DB;ACTIVO
617045;AGENCIAS DE NOTICIAS;DB;ACTIVO
617050;LAVANDERIAS Y SIMILARES;DB;ACTIVO
617055;PELUQUERIAS Y SIMILARES;DB;ACTIVO
617060;SERVICIOS FUNERARIOS;DB;ACTIVO
617065;ZONAS FRANCAS;DB;ACTIVO
617095;ACTIVIDADES CONEXAS;DB;ACTIVO
617099;AJUSTES POR INFLACION;DB;ACTIVO
617099;CUENTA AJUSTES NIIF;DB;ACTIVO
62;COMPRAS;DB;ACTIVO
6205;DE MERCANCIAS;DB;ACTIVO
620599;AJUSTES POR INFLACION;DB;ACTIVO
620599;CUENTA AJUSTES NIIF;DB;ACTIVO
6210;DE MATERIAS PRIMAS;DB;ACTIVO
621099;AJUSTES POR INFLACION;DB;ACTIVO
621099;CUENTA AJUSTES NIIF;DB;ACTIVO
6215;DE MATERIALES INDIRECTOS;DB;ACTIVO
621599;AJUSTES POR INFLACION;DB;ACTIVO
621599;CUENTA AJUSTES NIIF;DB;ACTIVO
6220;COMPRA DE ENERGIA;DB;ACTIVO
622099;AJUSTES POR INFLACION;DB;ACTIVO
622099;CUENTA AJUSTES NIIF;DB;ACTIVO
6225;DEVOLUCIONES REBAJAS Y DESCUENTOS EN COMPRAS (CR);DB;ACTIVO
622599;AJUSTES POR INFLACION;DB;ACTIVO
7ÿ;COSTOS DE PRODUCCION O DE OPERACIONÿ;DB;ACTIVO
71;MATERIA PRIMAÿ;DB;ACTIVO
72;MANO DE OBRA DIRECTAÿ;DB;ACTIVO
73;COSTOS INDIRECTOSÿ;DB;ACTIVO
74;CONTRATOS DE SERVICIOSÿ;DB;ACTIVO
8;CUENTAS DE ORDEN DEUDORAS;CR;ACTIVO
81;DERECHOS CONTINGENTES;CR;ACTIVO
8105;BIENES Y VALORES ENTREGADOS EN CUSTODIA;CR;ACTIVO
810505;VALORES MOBILIARIOS;CR;ACTIVO
810510;BIENES MUEBLES;CR;ACTIVO
810599;AJUSTES POR INFLACION;CR;ACTIVO
8110;BIENES Y VALORES ENTREGADOS EN GARANTIA;CR;ACTIVO
811005;VALORES MOBILIARIOS;CR;ACTIVO
811010;BIENES MUEBLES;CR;ACTIVO
811015;BIENES INMUEBLES;CR;ACTIVO
811020;CONTRATOS DE GANADO EN PARTICIPACION;CR;ACTIVO
811099;AJUSTES POR INFLACION;CR;ACTIVO
8115;BIENES Y VALORES EN PODER DE TERCEROS;CR;ACTIVO
811505;EN ARRENDAMIENTO;CR;ACTIVO
811510;EN PRESTAMO;CR;ACTIVO
811515;EN DEPOSITO;CR;ACTIVO
811520;EN CONSIGNACION;CR;ACTIVO
811599;AJUSTES POR INFLACION;CR;ACTIVO
